SchoolID,SchoolName,FullName,SchoolName2,ISBE Name,Street Number,Street Direction,Street Name,City,State,ZIP,NCES ID,CPS Unit,ISBE ID,OracleID,Class,School Type,S_Type,School Category,Governance,Charter Type,Grade Structure,Attending Grades,ProgramTypes,Ward,Community Area Number,Community Area,IL Senate District,IL Rep District,US Congressional District,GeographicArea,Geographic Area Number,Cook County District,Census Block,Latitude,Longitude,Location
609715,Kelly,Thomas Kelly High School,Kelly,Kelly High School,4136,S,California Ave,Chicago,IL,60632,170993000920,1400,150162990250022,46181,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_Neighborhood||,14,58,Brighton Park,11,21,4,McKinley Park,17,7,170315805012008,41.7537488721,-87.601690639,"(41.7537488720999, -87.6016906389999)"
609716,Kelvyn Park,Kelvyn Park High School,Kelvyn Park,Kelvyn Park High School,4343,W,Wrightwood Ave,Chicago,IL,60639,170993000923,1410,150162990250023,46191,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,JROTC||CTE_Neighborhood||,31,20,Hermosa,20,39,4,Logan,9,8,170312002002004,41.7822574257,-87.5865783526,"(41.7822574257, -87.5865783526)"
609718,Kennedy,John F Kennedy High School,Kennedy,Kennedy High School,6325,W,56th St,Chicago,IL,60638,170993000924,1420,150162990250024,46201,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_Neighborhood||,23,56,Garfield Ridge,11,22,3,MDW,7,11,170315611006006,41.8187296523,-87.694601984,"(41.8187296523, -87.694601984)"
609751,King,Dr  Martin Luther King  Jr  College Prep,King,King College Prep High School,4445,S,Drexel Blvd,Chicago,IL,60653,170993000931,1760,150162990250039,46371,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||CTE_Neighborhood||,4,39,Kenwood,13,25,7,Bronzeville,15,3,170313903002009,41.981314779,-87.7087445721,"(41.981314779, -87.7087445721)"
609719,Lake View,Lake View High School,Lake View,Lake View High School,4015,N,Ashland Ave,Chicago,IL,60613,170993000941,1430,150162990250026,46211,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,ECSS||JROTC||STEM||,47,6,Lake View,6,11,5,Ravenswood,30,12,170310601003006,41.92794584,-87.7359995221,"(41.92794584, -87.7359995221)"
400119,Legal Prep  - Academy,Legal Prep Charter Academy,Legal Prep Chtr - Academy,Legal Prep Academy Charter,,,,Chicago,IL,60624,,9036,15016299025019C,66641,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters,HS,9th-10th,NA||,28,26,West Garfield Park,5,10,7,Garfield - West Humboldt,20,1,170312603001027,41.8818929926,-87.7338528673,"(41.8818929926, -87.7338528673)"
609738,Lincoln Park,Lincoln Park High School,Lincoln Park,Lincoln Park High School,2001,N,Orchard St,Chicago,IL,60614,170993001185,1620,150162990250047,46321,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB_Wall_to_Wall||JROTC||,43,7,Lincoln Park,5,10,5,Lincoln Park,29,10,170310712002007,41.8021046709,-87.6119314691,"(41.8021046709, -87.6119314691)"
400137,Little Black Pearl,Little Black Pearl Art and Design Academy,Little Black Pearl,Youth Connections Charter,1060,E,47th St,Chicago,IL,60653,170993003473,9054,15016299025004C,66622,Option,Contract,Alternative/Contract,HS,Contract,0,HS,10th-12th,NA||,4,39,Kenwood,13,25,7,Bronzeville,15,3,170313902002014,41.8096680576,-87.5993393939,"(41.8096680576, -87.5993393938999)"
,Lozano Leadership Academy - Mastery Campus,Instituto Charter Rudy Lozano - RLLAM,Lozano Leadership Academy - Mastery Campus,,2520,S,Western Ave,Chicago,IL,60608,,9628,,,Option,Charter -- Alt. Multi-site,Alternative/Charter,HS,Charter,,HS,9th,NA||,25,31,Lower West Side,1,2,4,Pilsen - Little Village,16,2,170318413002016,41.7526966442,-87.5508909663,"(41.7526966442, -87.5508909663)"
610574,"Mandela, W",Winnie Mandela High School,"Mandela, W",,,,,Chicago,IL,60649,,9639,,,Option,ALOP,Alternative/District,HS,District,,HS,,NA||,8,43,South Shore,3,5,2,South Shore,11,4,170314312001026,41.7520153166,-87.5759196738,"(41.7520153166, -87.5759196738)"
609722,Manley,Manley Career Academy High School,Manley,Manley Career Academy High School,2935,W,Polk St,Chicago,IL,60612,170993001125,1460,150162990250616,53111,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,28,27,East Garfield Park,5,9,7,Garfield - West Humboldt,20,2,170312718001015,41.9547635348,-87.6689894456,"(41.9547635348, -87.6689894456)"
610502,Marine Military,Marine Military Math and Science Academy,Marine Military,Marine Military Academy,145,S,Campbell Ave,Chicago,IL,60612,170993099985,1085,150162990250842,49151,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Military||,2,28,Near West Side,5,10,7,Near West,23,1,170312808001010,41.8641432816,-87.7020776091,"(41.8641432816, -87.7020776091)"
609723,Marshall,John Marshall Metropolitan High School,Marshall,Marshall Metropolitan High School,3250,W,Adams St,Chicago,IL,60624,170993000972,1470,150162990250029,47041,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,28,27,East Garfield Park,5,10,7,Garfield - West Humboldt,20,1,170312713001004,41.9466720154,-87.6910127404,"(41.9466720153999, -87.6910127403999)"
609724,Mather,Stephen T Mather High School,Mather,Mather High School,5835,N,Lincoln Ave,Chicago,IL,60659,170993000977,1480,150162990250030,46241,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||,40,2,West Ridge,7,13,5,Ravenswood,30,10,170310207011000,41.8709663947,-87.6998962077,"(41.8709663946999, -87.6998962076999)"
610385,Multicultural Acad Scholarship,Multicultural Academy of Scholarship,Multicultural Acad Scholarship,Multicultural Acad of Scholarshp,3120,S,Kostner Ave,Chicago,IL,60623,170993005794,7630,150162990250836,55181,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,22,30,South Lawndale,11,21,4,Pilsen - Little Village,16,7,170318305001006,41.8360356836,-87.7341216359,"(41.8360356836, -87.7341216358999)"
400157,Noble Street  - Baker College Prep,Noble Street Charter Orange,Noble Street Chtr - Baker College Prep,,2710,E,89th St,Chicago,IL,60617,,9614,,,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,7,46,South Chicago,13,26,2,South Shore,11,4,170314606001016,41.7337060935,-87.5577592351,"(41.7337060934999, -87.5577592350999)"
400097,Noble Street  - Chgo Bulls,Noble Street Charter - Chicago Bulls College,Noble Street Chtr - Chgo Bulls,Noble Street Charter High School,2040,W,Adams St,Chicago,IL,60612,170993003479,8078,15016299025006C,66572,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,2,28,Near West Side,5,10,7,Near West,23,1,170318380001028,41.878781373,-87.6781944863,"(41.878781373, -87.6781944863)"
400053,Noble Street  - Golder,Noble Street Charter - Golder College Prep,Noble Street Chtr - Golder,Noble Street Charter High School,1454,W,Superior St,Chicago,IL,60642,170993003479,1934,15016299025006C,66145,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,27,24,West Town,2,4,5,Near North,10,8,170312433001004,41.8952547585,-87.6644822348,"(41.8952547585, -87.6644822348)"
400106,Noble Street  - Johnson,Noble Street Charter School Ã¢â¬â Johnson,Noble Street Chtr - Johnson,Noble Street Charter High School,6350,S,Stewart Ave,Chicago,IL,60621,,8028,15016299025006C,66148,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,20,68,Englewood,3,6,1,Englewood,4,2,170316809002014,41.7783700537,-87.6350800446,"(41.7783700537, -87.6350800446)"
400098,Noble Street  - Muchin,Noble Street Charter - Muchin College Prep,Noble Street Chtr - Muchin,Noble Street Charter High School,1,N,State St,Chicago,IL,60602,170993003479,8079,15016299025006C,66573,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,42,32,Loop,3,5,7,Loop,1,2,170313201001017,41.8820856511,-87.6277411126,"(41.8820856510999, -87.6277411126)"
400051,Noble Street  - Noble,Noble Street Charter - Noble Street College Prep,Noble Street Chtr - Noble,Noble Street Charter High School,1010,N,Noble St,Chicago,IL,60642,170993003479,1930,15016299025006C,66141,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,27,24,West Town,2,4,5,Near North,10,1,170312420001004,41.9001910322,-87.6625910573,"(41.9001910321999, -87.6625910573)"
400054,Noble Street  - Pritzker,Noble Street Charter - Pritzker College Prep,Noble Street Chtr - Pritzker,Noble Street Charter High School,4131,W,Cortland Ave,Chicago,IL,60639,170993003479,1931,15016299025006C,66142,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,30,20,Hermosa,2,4,4,Logan,9,8,170318312003014,41.9152415489,-87.7301268313,"(41.9152415488999, -87.7301268312999)"
400156,Noble Street  - Pullman College Prep,Noble Street Charter  Crimson,Noble Street Chtr - Pullman College Prep,,821,E,103rd St,Chicago,IL,60628,,9613,,,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,9,50,Pullman,17,34,2,Far South Side,22,4,170315002001003,41.7074460748,-87.6030643545,"(41.7074460748, -87.6030643545)"
400118,Noble Street  - Purple,Noble Street Charter School - Purple,Noble Street Chtr - Purple,Noble Street Charter High School,931,S,Homan Ave,Chicago,IL,60624,,9035,15016299025006C,66575,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-10th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318430001001,41.8693119927,-87.7105633272,"(41.8693119926999, -87.7105633272)"
400055,Noble Street  - Rauner,Noble Street Charter - Rauner College Prep,Noble Street Chtr - Rauner,Noble Street Charter High School,1337,W,Ohio,Chicago,IL,60642,170993003479,1932,15016299025006C,66143,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,27,24,West Town,2,4,5,Near North,10,1,170312434003006,41.8924524492,-87.6608595527,"(41.8924524492, -87.6608595527)"
400056,Noble Street  - Rowe Clark,Noble Street Charter - Rowe-Clark Math & Sci Acad,Noble Street Chtr - Rowe Clark,Noble Street Charter High School,3645,W,Chicago Ave,Chicago,IL,60651,170993003479,1933,15016299025006C,66144,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,27,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170312315004004,41.8953896977,-87.7180473,"(41.8953896976999, -87.7180472999999)"
400117,Noble Street  - Silver,Noble Street Charter School - Silver,Noble Street Chtr - Silver,Noble Street Charter High School,8748,S,Aberdeen St,Chicago,IL,60620,,9034,15016299025006C,66574,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-10th,NA||,21,71,Auburn Gresham,14,27,1,Auburn Gresham,5,4,170317114002009,41.7344423064,-87.6509501031,"(41.7344423063999, -87.6509501031)"
400057,Noble Street  - Uic,Noble Street Charter - UIC College Prep,Noble Street Chtr - Uic,Noble Street Charter High School,1231,S,Damen Ave,Chicago,IL,60608,170993003479,1936,15016299025006C,66147,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318429004028,41.8658167124,-87.676147629,"(41.8658167123999, -87.6761476289999)"
609691,North-grand,North-Grand High School,North-grand,North-Grand High School,4338,W,Wabansia Ave,Chicago,IL,60639,170993005074,1140,150162990250825,46431,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_Neighborhood||,31,23,Humboldt Park,2,4,4,Humboldt Park,21,8,170312305002003,41.901546153,-87.6344637276,"(41.9015461529999, -87.6344637275999)"
609744,Northside Learning,Northside Learning Center High School,Northside Learning,Northside Learning Center,3730,W,Bryn Mawr Ave,Chicago,IL,60659,170993000999,1690,150162990253743,49021,CPS,Regular,"District, Special Ed.",HS,District,,HS,9th-12th,NA||,39,13,North Park,8,15,5,Albany Irving,27,10,170311301002015,41.8989952772,-87.6674461466,"(41.8989952772, -87.6674461466)"
609749,Northside Prep,Northside College Preparatory High School,Northside Prep,Northside College Preparatory,5501,N,Kedzie Ave,Chicago,IL,60625,170993003481,1740,150162990250794,46061,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||CTE_Neighborhood||,40,13,North Park,7,13,5,Albany Irving,27,12,170318318005000,41.8037718312,-87.5904575635,"(41.8037718312, -87.5904575634999)"
400058,Nth Lawndale  - Christiana,North Lawndale College Prep Charter - Christiana,Nth Lawndale Chtr - Christiana,North Lawndale Charter,1616,S,Spaulding Ave,Chicago,IL,60623,170993003474,1105,15016299025005C,66091,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318415002021,41.8585191307,-87.7079522423,"(41.8585191307, -87.7079522422999)"
400059,Nth Lawndale  - Collins,North Lawndale College Prep Charter - Collins,Nth Lawndale Chtr - Collins,North Lawndale Charter,1313,S,Sacramento Dr,Chicago,IL,60623,170993003474,1106,15016299025005C,66092,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318431001005,41.8641432816,-87.7020776091,"(41.8641432816, -87.7020776091)"
610569,Ombudsman 1,Ombudsman #1,Ombudsman 1,,,,,Chicago,IL,60629,,9634,,,Option,ALOP,Alternative/District,HS,District,,HS,,NA||,15,66,Chicago Lawn,1,1,7,Chicago Lawn,8,7,170316604002015,41.8664504127,-87.7066031328,"(41.8664504126999, -87.7066031327999)"
610570,Ombudsman 2,Ombudsman #2,Ombudsman 2,,,,,Chicago,IL,60631,,9635,,,Option,ALOP,Alternative/District,HS,District,,HS,,NA||,41,9,Edison Park,10,20,9,Sauganash,28,9,170310901001001,41.7668209818,-87.5858670779,"(41.7668209818, -87.5858670779)"
610571,Ombudsman 3,Ombudsman #3,Ombudsman 3,,,,,Chicago,IL,60640,,9636,,,Option,ALOP,Alternative/District,HS,District,,HS,,NA||,46,3,Uptown,7,13,9,Ravenswood,30,10,170310311001004,41.9394057688,-87.7052061096,"(41.9394057688, -87.7052061095999)"
610389,Orr,Orr Academy High School,Orr,Orr Academy High School,730,N,Pulaski Rd,Chicago,IL,60624,170993005179,1830,150162990250847,28151,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,28,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170318421005012,41.8360356836,-87.7341216359,"(41.8360356836, -87.7341216358999)"
610557,Pathways Education,Pathways in Education,Pathways Education,Pathways in Education,3270,W,87th St,Chicago,IL,60652,170993006178,8687,150162990253794,66301,Option,ALOP,Alternative/District,HS,District,,HS,11th-12th,NA||,18,70,Ashburn,16,31,1,Ashburn,6,3,170317004023025,41.8685484458,-87.6649682523,"(41.8685484458, -87.6649682523)"
610568,Pathways Education - Avondale,Pathways in Education Avondale,Pathways Education - Avondale,,3100,W,Belmont,Chicago,IL,60618,,9633,,,Option,ALOP,Alternative/District,HS,District,,HS,10th-12th,NA||,33,21,Avondale,20,40,4,Logan,9,8,170312101002020,41.7638954212,-87.6491609928,"(41.7638954211999, -87.6491609928)"
609680,Payton,Walter Payton College Preparatory High School,Payton,Payton College Preparatory,1034,N,Wells St,Chicago,IL,60610,170993003989,1090,150162990250796,70020,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||,27,8,Near North Side,5,9,7,Loop,1,2,170318383002003,41.8730667,-87.6276386215,"(41.8730667, -87.6276386214999)"
610386,Peace & Education,Peace & Education Coalition High School,Peace & Education,Peace And Education Coalition,4946,S,Paulina St,Chicago,IL,60609,170993002596,1123,150162990253784,67021,Option,CPS,Alternative/District,HS,District,,HS,10th-12th,NA||,16,61,New City,3,6,7,McKinley Park,17,7,170316113003011,41.8360356836,-87.7341216359,"(41.8360356836, -87.7341216358999)"
400062,Perspectives  - Calumet Tech,Perspectives Charter - Calumet Technology,Perspectives Chtr - Calumet Tech,Perspectives Charter High School,8131,S,May St,Chicago,IL,60620,170993003450,1962,15016299025003C,66053,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,21,71,Auburn Gresham,16,31,1,Auburn Gresham,5,4,170317108006008,41.7459346287,-87.6523281373,"(41.7459346286999, -87.6523281373)"
609727,Phillips,Wendell Phillips Academy High School,Phillips,Phillips Academy High School,244,E,Pershing Rd,Chicago,IL,60653,170993001061,1510,150162990250034,46261,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||JROTC||,3,35,Douglas,3,5,1,Bronzeville,15,3,170318396002013,41.6920111236,-87.6656755724,"(41.6920111235999, -87.6656755724)"
610304,Phoenix Military,Phoenix Military Academy High School,Phoenix Military,Phoenix Military Academy,145,S,Campbell Ave,Chicago,IL,60612,170993004715,7310,150162990250803,55011,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Military||,2,28,Near West Side,5,10,7,Near West,23,1,170312808001010,41.7653075455,-87.6413336828,"(41.7653075455, -87.6413336827999)"
400070,Prologue,Prologue Early College High School,Prologue,Prologue Early College CONTR,1135,N,Cleaver Rd,Chicago,IL,60622,170993005932,1135,150162990253788,66491,Option,Contract,Alternative/Contract,HS,Contract,0,HS,9th-12th,NA||,27,24,West Town,5,10,7,Near North,10,1,170312420003000,41.9028970912,-87.6637407343,"(41.9028970912, -87.6637407343)"
400109,Prologue-johnston ,Prologue-Joshua Johnston Charter School,Prologue-johnston Chtr,Prologue - Johnston Fine Arts,1551,W,95th St,Chicago,IL,60643,170993006113,8670,15016299025017C,66581,Option,Charter,Alternative/Charter,HS,Charter,Non-replicating  Charters,HS,9th-12th,NA||,21,73,Washington Heights,18,35,1,Auburn Gresham,5,4,170317304002006,41.7211638933,-87.6624163144,"(41.7211638933, -87.6624163144)"
609679,Prosser,Charles Allen Prosser Career Academy High School,Prosser,Prosser Career Academy,2148,N,Long Ave,Chicago,IL,60639,170993000681,1070,150162990250534,53041,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_CCA||JROTC||,37,19,Belmont Cragin,2,3,4,Belmont Cragin,26,8,170311912002000,41.8402261095,-87.6176007457,"(41.8402261095, -87.6176007457)"
610334,Raby,Al Raby High School,Raby,Raby High School,3545,W,Fulton Blvd,Chicago,IL,60624,170993005075,7690,150162990250826,46471,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||,28,27,East Garfield Park,5,10,7,Garfield - West Humboldt,20,1,170318368001018,41.9339427618,-87.7080400419,"(41.9339427617999, -87.7080400419)"
609682,Richards,Ellen H Richards Career Academy High School,Richards,Richards Career Academy,5009,S,Laflin St,Chicago,IL,60609,170993000718,1110,150162990250536,53051,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||,16,61,New City,3,6,7,McKinley Park,17,7,170316112002020,41.9200600619,-87.7610115834,"(41.9200600619, -87.7610115834)"
610390,Rickover,Hyman G Rickover Naval Academy High School,Rickover,Rickover Naval Academy High Schl,5900,N,Glenwood Ave,Chicago,IL,60660,170993005078,7140,150162990250828,45221,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Military||,48,77,Edgewater,7,14,9,Ravenswood,30,10,170310305002008,41.8035152649,-87.6673410967,"(41.8035152649, -87.6673410967)"
609707,Robeson,Paul Robeson High School,Robeson,Robeson High School,6835,S,Normal Blvd,Chicago,IL,60621,170993000967,1320,150162990250766,46121,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||,6,68,Englewood,16,32,1,Englewood,4,3,170316812003013,41.8485592149,-87.7087423234,"(41.8485592149, -87.7087423234)"
609728,Roosevelt,Theodore Roosevelt High School,Roosevelt,Roosevelt High School,3436,W,Wilson Ave,Chicago,IL,60625,170993001093,1520,150162990250035,46271,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||JROTC||,33,14,Albany Park,20,40,4,Albany Irving,27,8,170311407023000,41.6927350913,-87.6163519043,"(41.6927350913, -87.6163519043)"
610297,School Of Leadrshp,High School of Leadership at South Shore,School Of Leadrshp,School of Leadership High School,7627,S,Constance Ave,Chicago,IL,60649,170993005665,7230,150162990250806,55081,CPS,Regular,"District, non-alternative",HS,District,,HS,12th,NA||,8,43,South Shore,3,5,1,South Shore,11,4,170318342002012,41.8788263693,-87.7246619234,"(41.8788263693, -87.7246619234)"
609729,Schurz,Carl Schurz High School,Schurz,Schurz High School,3601,N,Milwaukee Ave,Chicago,IL,60641,170993001111,1530,150162990250036,46281,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_CCA||AVID||JROTC||,38,16,Irving Park,20,40,5,Albany Irving,27,12,170311611002015,41.8238525306,-87.6197957432,"(41.8238525306, -87.6197957432)"
609730,Senn,Nicholas Senn High School,Senn,Senn High School,5900,N,Glenwood Ave,Chicago,IL,60660,170993001114,1540,150162990250037,47061,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Magnet_Cluster||Fine and Performing Arts||IB_Wall_to_Wall||JROTC||,48,77,Edgewater,7,14,9,Ravenswood,30,10,170310305002008,41.9648004455,-87.7148181431,"(41.9648004455, -87.7148181431)"
400073,Shabazz  - Dusable,Betty Shabazz Intl Charter - DuSable Leadership,Shabazz Chtr - Dusable,Shabazz International Chrtr Schls,4934,S,Wabash Ave,Chicago,IL,60615,170993003539,4140,15016299025203C,66311,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,3,38,Grand Boulevard,3,5,7,Bronzeville,15,3,170313818001010,41.8045587817,-87.6244105627,"(41.8045587817, -87.6244105627)"
609692,Simeon,Neal F Simeon Career Academy High School,Simeon,Simeon Career Academy High School,8147,S,Vincennes Ave,Chicago,IL,60620,170993000758,1150,150162990250537,53061,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,21,44,Chatham,16,31,1,Auburn Gresham,5,4,170318424003036,41.8028808659,-87.6623145151,"(41.8028808659, -87.6623145150999)"
609750,Simpson,Simpson Academy High School for Young Women,Simpson,Simpson Acad for Young Women,1321,S,Paulina St,Chicago,IL,60608,170993004383,1750,150162990253732,49051,Option,CPS,Alternative/District,HS,District,,HS,10th-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318429004065,41.8425338464,-87.695224323,"(41.8425338464, -87.695224323)"
610543,Solorio,Eric Solorio Academy High School,Solorio,Zaragoza High School,5400,S,St Louis Ave,Chicago,IL,60632,,8550,150162990250859,46101,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,14,63,Gage Park,11,22,4,McKinley Park,17,7,170316303002008,41.940043132,-87.7248117416,"(41.940043132, -87.7248117416)"
610547,South Shore Intl,South Shore Intl College Prep High School,South Shore Intl,South Shore Intl Col Prep,1955,E,75th St,Chicago,IL,60649,,8676,150162990250860,46631,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-11th,Selective_Enrollment||IB||CTE_CCA||JROTC||,8,43,South Shore,3,5,1,South Shore,11,4,170318342002000,41.7952016621,-87.7110221811,"(41.7952016620999, -87.7110221811)"
609745,Southside,Southside Occupational Academy High School,Southside,Southside Occupational Acad,7342,S,Hoyne Ave,Chicago,IL,60636,170993005305,1700,150162990253765,49031,CPS,Regular,"District, Special Ed.",HS,District,,HS,9th-12th,NA||,17,67,West Englewood,16,31,1,Englewood,4,3,170316720004008,41.7805269301,-87.7179770874,"(41.7805269301, -87.7179770874)"
610357,Spry,Spry Community Links High School,Spry,Spry Community Links High School,2400,S,Marshall Blvd,Chicago,IL,60623,170993005677,7930,150162990250818,46461,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,12,30,South Lawndale,11,21,4,Pilsen - Little Village,16,7,170313011001004,41.9617218111,-87.7071139758,"(41.9617218110999, -87.7071139757999)"
609732,Steinmetz College Prep,Charles P Steinmetz College Preparatory,Steinmetz College Prep,Steinmetz College Prep,3030,N,Mobile Ave,Chicago,IL,60634,170993001139,1560,150162990250041,46291,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||AVID||JROTC||CTE_Neighborhood||,36,19,Belmont Cragin,2,3,5,Belmont Cragin,26,9,170311904011023,41.9463432311,-87.7356352652,"(41.9463432311, -87.7356352652)"
609733,Sullivan,Roger C Sullivan High School,Sullivan,Sullivan High School,6631,N,Bosworth Ave,Chicago,IL,60626,170993001149,1570,150162990250042,46301,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,40,1,Rogers Park,7,14,9,Ravenswood,30,10,170318306001000,41.9890331928,-87.6651879968,"(41.9890331928, -87.6651879968)"
610506,Team,TEAM Englewood Community Academy High School,Team,Team Englewood Comm Acad,6201,S,Stewart Ave,Chicago,IL,60621,170993005916,8080,150162990250843,49161,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,JROTC||,20,68,Englewood,3,5,1,Englewood,4,2,170318346003043,41.8670136515,-87.7263136989,"(41.8670136515, -87.7263136989)"
609735,Tilden,Edward Tilden Career Community Academy,Tilden,Tilden Career Communty Academy,4747,S,Union Ave,Chicago,IL,60609,170993001161,1590,150162990250044,53121,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,JROTC||CTE_Neighborhood||,11,61,New City,3,6,3,McKinley Park,17,11,170318438001007,42.0026869267,-87.6692289262,"(42.0026869267, -87.6692289262)"
400085,Uno  - Major Hector P.Garcia,UNO Charter School - Major Hector P.Garcia MD Campus,Uno Chtr - Major Hector P.Garcia,UNO Network Charter Schools,4248,W,47th St,Chicago,IL,60632,170993003555,3343,15016299025205C,66394,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,14,57,Archer Heights,1,1,4,McKinley Park,17,11,170315702001016,41.8078400696,-87.7303591385,"(41.8078400695999, -87.7303591385)"
610394,Uplift,Uplift Community High School,Uplift,Uplift Community High School,900,W,Wilson Ave,Chicago,IL,60640,170993005787,2210,150162990250829,26861,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,46,3,Uptown,7,13,9,Ravenswood,30,10,170310315013003,41.7820414043,-87.6716251948,"(41.7820414043, -87.6716251948)"
400105,Urban Prep  - Bronzeville,Urban Prep Academy for Young Men - Bronzeville,Urban Prep Chtr - Bronzeville,Urban Prep Chtr Acad Bronzeville,2710,S,Dearborn St,Chicago,IL,60616,,8027,15016299025013C,66442,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters Multi-charter,HS,9th-12th,NA||,3,35,Douglas,3,6,7,Bronzeville,15,3,170313504001003,41.8440435791,-87.6285167492,"(41.8440435791, -87.6285167492)"
400086,Urban Prep  - Englewood,Urban Prep Acad for Young Men Charter - Englewood,Urban Prep Chtr - Englewood,Urban Prep Chtr Acad Englewood,6201,S,Stewart Ave,Chicago,IL,60621,170993099979,7030,15016299025010C,66441,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters Multi-charter,HS,9th-12th,NA||,20,68,Englewood,3,5,1,Englewood,4,2,170318346003043,41.7815051901,-87.6350153385,"(41.7815051900999, -87.6350153384999)"
400102,Urban Prep  - West,Urban Prep Academy for Young Men - West,Urban Prep Chtr - West,Urban Prep Chtr Acad West Campus,1326,W,14th Pl,Chicago,IL,60608,170993006094,8096,15016299025016C,63071,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters Multi-charter,HS,9th-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318429003010,41.8625125846,-87.6601057206,"(41.8625125845999, -87.6601057206)"
